ref_id,category,skill,description,source_site,source_repo
146,Infrastructure,dbt-projects-on-snowflake,"Deploying, managing, executing, and monitoring dbt projects natively within Snowflake using dbt PROJECT objects and event tables. Use this skill when you want to set up dbt development workspaces, deploy projects to Snowflake, schedule automated runs, monitor execution with event tables, or enable team collaboration directly in Snowflake.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
147,Infrastructure,etl-core-patterns,"Core ETL reliability patterns including idempotency, checkpointing, error handling, chunking, retry logic, and logging.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
148,Infrastructure,logcli-logs,"Query and analyze logs from Grafana Loki using logcli. Use when the user mentions Loki, Grafana logs, logcli, or LogQL. Triggers on phrases like ""query loki"", ""loki logs"", ""grafana logs"", ""use logcli"", ""LogQL query"", or when explicitly asked to search logs using Loki/Grafana infrastructure.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
149,AI/ML,git-advanced-workflows,"Master advanced Git workflows including rebasing, cherry-picking, bisect, worktrees, and reflog to maintain clean history and recover from any situation. Use when managing complex Git histories, collaborating on feature branches, or troubleshooting repository issues.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
150,AI/ML,pr-build-status,"Retrieve Azure DevOps build information for GitHub Pull Requests, including build IDs, stage status, and failed jobs.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
151,AI/ML,agentic-eval,"Patterns and techniques for evaluating and improving AI agent outputs. Use this skill when: - Implementing self-critique and reflection loops - Building evaluator-optimizer pipelines for quality-critical generation - Creating test-driven code refinement workflows - Designing rubric-based or LLM-as-judge evaluation systems - Adding iterative improvement to agent outputs (code, reports, analysis) - Measuring and improving agent response quality",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
152,AI/ML,senior-architect,"Comprehensive software architecture skill for designing scalable, maintainable systems using ReactJS, NextJS, NodeJS, Express, React Native, Swift, Kotlin, Flutter, Postgres, GraphQL, Go, Python. Includes architecture diagram generation, system design patterns, tech stack decision frameworks, and dependency analysis. Use when designing system architecture, making technical decisions, creating architecture diagrams, evaluating trade-offs, or defining integration patterns.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
153,AI/ML,railway-templates,"Search and deploy services from Railway's template marketplace. Use when user wants to add a service from a template, find templates for a specific use case, or deploy tools like Ghost, Strapi, n8n, Minio, Uptime Kuma, etc. For databases (Postgres, Redis, MySQL, MongoDB), prefer the railway-database skill.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
154,AI/ML,railway-database,"Add official Railway database services (Postgres, Redis, MySQL, MongoDB). Use when user wants to add a database, says ""add postgres"", ""add redis"", ""add database"", ""connect to database"", or ""wire up the database"". For other templates (Ghost, Strapi, n8n), use the railway-templates skill.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
155,AI/ML,clinicaltrials-database,"Query ClinicalTrials.gov via API v2. Search trials by condition, drug, location, status, or phase. Retrieve trial details by NCT ID, export data, for clinical research and patient matching.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
156,AI/ML,redis-inspect,"Inspect Redis cache keys, values, and TTLs for debugging. Supports both main cache and system cache. Use for debugging cache issues, checking cached values, and monitoring cache state. Read-only by default.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
157,AI/ML,networkx,"Comprehensive toolkit for creating, analyzing, and visualizing complex networks and graphs in Python. Use when working with network/graph data structures, analyzing relationships between entities, computing graph algorithms (shortest paths, centrality, clustering), detecting communities, generating synthetic networks, or visualizing network topologies.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
158,AI/ML,hula-skill,"HuLa project skill for frontend (Vue 3 + Vite + UnoCSS + Naive UI/Vant), backend (Tauri v2 + Rust + SeaORM/SQLite), full-stack flows, and build/release work. Use when the user mentions hula or HuLa or requests changes in this repository; after triggering, ask which scope (frontend/backend/fullstack/build-release) to enable.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
159,Data Science,docstring,Write docstrings for PyTorch functions and methods following PyTorch conventions. Use when writing or updating docstrings in PyTorch code.,https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
160,Data Science,website-maintainer,"Use this skill when working on the Repomix documentation website in `website/` directory, including VitePress configuration, multi-language content, or translation workflows.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
161,Data Science,torchdrug,"Graph-based drug discovery toolkit. Molecular property prediction (ADMET), protein modeling, knowledge graph reasoning, molecular generation, retrosynthesis, GNNs (GIN, GAT, SchNet), 40+ datasets, for PyTorch-based ML on molecules, proteins, and biomedical graphs.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
162,Data Science,skypilot-multi-cloud-orchestration,"Multi-cloud orchestration for ML workloads with automatic cost optimization. Use when you need to run training or batch jobs across multiple clouds, leverage spot instances with auto-recovery, or optimize GPU costs across providers.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
163,Data Science,simpo-training,"Simple Preference Optimization for LLM alignment. Reference-free alternative to DPO with better performance (+6.4 points on AlpacaEval 2.0). No reference model needed, more efficient than DPO. Use for preference alignment when want simpler, faster training than DPO/PPO.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
164,Data Science,ray-data,"Scalable data processing for ML workloads. Streaming execution across CPU/GPU, supports Parquet/CSV/JSON/images. Integrates with Ray Train, PyTorch, TensorFlow. Scales from single machine to 100s of nodes. Use for batch inference, data preprocessing, multi-modal data loading, or distributed ETL pipelines.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
165,Data Science,quantizing-models-bitsandbytes,"Quantizes LLMs to 8-bit or 4-bit for 50-75% memory reduction with minimal accuracy loss. Use when GPU memory is limited, need to fit larger models, or want faster inference. Supports INT8, NF4, FP4 formats, QLoRA training, and 8-bit optimizers. Works with HuggingFace Transformers.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
166,Data Science,pytorch-lightning,"Deep learning framework (PyTorch Lightning). Organize PyTorch code into LightningModules, configure Trainers for multi-GPU/TPU, implement data pipelines, callbacks, logging (W&B, TensorBoard), distributed training (DDP, FSDP, DeepSpeed), for scalable neural network training.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
167,Data Science,pytdc,"Therapeutics Data Commons. AI-ready drug discovery datasets (ADME, toxicity, DTI), benchmarks, scaffold splits, molecular oracles, for therapeutic ML and pharmacological prediction.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
168,Data Science,pyhealth,"Comprehensive healthcare AI toolkit for developing, testing, and deploying machine learning models with clinical data. This skill should be used when working with electronic health records (EHR), clinical prediction tasks (mortality, readmission, drug recommendation), medical coding systems (ICD, NDC, ATC), physiological signals (EEG, ECG), healthcare datasets (MIMIC-III/IV, eICU, OMOP), or implementing deep learning models for healthcare applications (RETAIN, SafeDrug, Transformer, GNN).",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
81,Observability,risk-metrics-calculation,"Calculate portfolio risk metrics including VaR, CVaR, Sharpe, Sortino, and drawdown analysis. Use when measuring portfolio risk, implementing risk limits, or building risk monitoring systems.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
169,Observability,domain-cloud-native,"Use when building cloud-native applications. Keywords: Kubernetes, k8s, Docker, containers, gRPC, Tonic, microservices, service mesh, observability, tracing, metrics, health checks, cloud, deployment, cloud-native, microservices, containers.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
170,Observability,appinsights-instrumentation,Instrument a webapp to send useful telemetry data to Azure App Insights,https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
171,Observability,senior-qa,"Comprehensive QA and testing skill for quality assurance, test automation, and testing strategies for ReactJS, NextJS, NodeJS applications. Includes test suite generation, coverage analysis, E2E testing setup, and quality metrics. Use when designing test strategies, writing test cases, implementing test automation, performing manual testing, or analyzing test coverage.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
172,Observability,pyvene-interventions,"Provides guidance for performing causal interventions on PyTorch models using pyvene's declarative intervention framework. Use when conducting causal tracing, activation patching, interchange intervention training, or testing causal hypotheses about model behavior.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
166,Observability,pytorch-lightning,"Deep learning framework (PyTorch Lightning). Organize PyTorch code into LightningModules, configure Trainers for multi-GPU/TPU, implement data pipelines, callbacks, logging (W&B, TensorBoard), distributed training (DDP, FSDP, DeepSpeed), for scalable neural network training.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
107,Observability,it-operations,"Manages IT infrastructure, monitoring, incident response, and service reliability. Provides frameworks for ITIL service management, observability strategies, automation, backup/recovery, capacity planning, and operational excellence practices.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
108,Observability,evaluating-code-models,"Evaluates code generation models across HumanEval, MBPP, MultiPL-E, and 15+ benchmarks with pass@k metrics. Use when benchmarking code models, comparing coding abilities, testing multi-language support, or measuring code generation quality. Industry standard from BigCode Project used by HuggingFace leaderboards.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
173,Observability,cto-advisor,"Technical leadership guidance for engineering teams, architecture decisions, and technology strategy. Includes tech debt analyzer, team scaling calculator, engineering metrics frameworks, technology evaluation tools, and ADR templates.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
174,Observability,migrating-to-vendure-dashboard,Migrates Vendure Admin UI extensions (legacy Angular-based) to the new React Dashboard.,https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
139,Performance,spark-optimization,"Optimize Apache Spark jobs with partitioning, caching, shuffle optimization, and memory tuning. Use when improving Spark performance, debugging slow jobs, or scaling data processing pipelines.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
175,Performance,hybrid-cloud-networking,"Configure secure, high-performance connectivity between on-premises infrastructure and cloud platforms using VPN and dedicated connections. Use when building hybrid cloud architectures, connecting data centers to cloud, or implementing secure cross-premises networking.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
176,Performance,gitlab-ci-patterns,"Build GitLab CI/CD pipelines with multi-stage workflows, caching, and distributed runners for scalable automation. Use when implementing GitLab CI/CD, optimizing pipeline performance, or setting up automated testing and deployment.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
90,Performance,zarr-python,"Chunked N-D arrays for cloud storage. Compressed arrays, parallel I/O, S3/GCS integration, NumPy/Dask/Xarray compatible, for large-scale scientific computing pipelines.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
162,Performance,skypilot-multi-cloud-orchestration,"Multi-cloud orchestration for ML workloads with automatic cost optimization. Use when you need to run training or batch jobs across multiple clouds, leverage spot instances with auto-recovery, or optimize GPU costs across providers.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
163,Performance,simpo-training,"Simple Preference Optimization for LLM alignment. Reference-free alternative to DPO with better performance (+6.4 points on AlpacaEval 2.0). No reference model needed, more efficient than DPO. Use for preference alignment when want simpler, faster training than DPO/PPO.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
177,Performance,senior-ml-engineer,"World-class ML engineering skill for productionizing ML models, MLOps, and building scalable ML systems. Expertise in PyTorch, TensorFlow, model deployment, feature stores, model monitoring, and ML infrastructure. Includes LLM integration, fine-tuning, RAG systems, and agentic AI. Use when deploying ML models, building ML platforms, implementing MLOps, or integrating LLMs into production systems.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
178,Performance,senior-backend,"Comprehensive backend development skill for building scalable backend systems using NodeJS, Express, Go, Python, Postgres, GraphQL, REST APIs. Includes API scaffolding, database optimization, security implementation, and performance tuning. Use when designing APIs, optimizing database queries, implementing business logic, handling authentication/authorization, or reviewing backend code.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
152,Performance,senior-architect,"Comprehensive software architecture skill for designing scalable, maintainable systems using ReactJS, NextJS, NodeJS, Express, React Native, Swift, Kotlin, Flutter, Postgres, GraphQL, Go, Python. Includes architecture diagram generation, system design patterns, tech stack decision frameworks, and dependency analysis. Use when designing system architecture, making technical decisions, creating architecture diagrams, evaluating trade-offs, or defining integration patterns.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
179,Performance,ray-train,"Distributed training orchestration across clusters. Scales PyTorch/TensorFlow/HuggingFace from laptop to 1000s of nodes. Built-in hyperparameter tuning with Ray Tune, fault tolerance, elastic scaling. Use when training massive models across multiple machines or running distributed hyperparameter sweeps.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
79,Tooling,implementing-agent-modes,"Guidelines to create/update a new mode for PostHog AI agent. Modes are a way to limit what tools, prompts, and prompt injections are applied and under what conditions. Achieve better results using your plan mode.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
180,Tooling,wox-plugin-creator,"Create and scaffold Wox plugins (nodejs, python, script-nodejs, script-python). Use when cloning official SDK templates, generating script plugin templates, or preparing plugins for publish.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
89,Tooling,temporal-python-testing,"Test Temporal workflows with pytest, time-skipping, and mocking strategies. Covers unit testing, integration testing, replay testing, and local development setup. Use when implementing Temporal workflow tests or debugging test failures.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
127,Tooling,sast-configuration,"Configure Static Application Security Testing (SAST) tools for automated vulnerability detection in application code. Use when setting up security scanning, implementing DevSecOps practices, or automating code vulnerability detection.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
84,Tooling,ml-pipeline-workflow,"Build end-to-end MLOps pipelines from data preparation through model training, validation, and production deployment. Use when creating ML pipelines, implementing MLOps practices, or automating model training and deployment workflows.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
181,Tooling,javascript-testing-patterns,"Implement comprehensive testing strategies using Jest, Vitest, and Testing Library for unit tests, integration tests, and end-to-end testing with mocking, fixtures, and test-driven development. Use when writing JavaScript/TypeScript tests, setting up test infrastructure, or implementing TDD/BDD workflows.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
182,Tooling,incident-runbook-templates,"Create structured incident response runbooks with step-by-step procedures, escalation paths, and recovery actions. Use when building runbooks, responding to incidents, or establishing incident response procedures.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
96,Tooling,gitops-workflow,"Implement GitOps workflows with ArgoCD and Flux for automated, declarative Kubernetes deployments with continuous reconciliation. Use when implementing GitOps practices, automating Kubernetes deployments, or setting up declarative infrastructure management.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
176,Tooling,gitlab-ci-patterns,"Build GitLab CI/CD pipelines with multi-stage workflows, caching, and distributed runners for scalable automation. Use when implementing GitLab CI/CD, optimizing pipeline performance, or setting up automated testing and deployment.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
149,Tooling,git-advanced-workflows,"Master advanced Git workflows including rebasing, cherry-picking, bisect, worktrees, and reflog to maintain clean history and recover from any situation. Use when managing complex Git histories, collaborating on feature branches, or troubleshooting repository issues.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
183,Code Review,dyadmulti-pr-review,Multi-agent code review system that spawns three independent Claude sub-agents to review PR diffs. Each agent receives files in different randomized order to reduce ordering bias. Issues are classified as high/medium/low severity. Results are aggregated using consensus voting - only issues identified by 2+ agents where at least one rated it medium or higher severity are reported and posted as PR comments.,https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
184,Code Review,prowler-pr,"Creates Pull Requests for Prowler following the project template and conventions. Trigger: When working on pull request requirements or creation (PR template sections, PR title Conventional Commits check, changelog gate/no-changelog label), or when inspecting PR-related GitHub workflows like conventional-commit.yml, pr-check-changelog.yml, pr-conflict-checker.yml, labeler.yml, or CODEOWNERS.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
185,Code Review,pair-programming,"AI-assisted pair programming with multiple modes (driver/navigator/switch), real-time verification, quality monitoring, and comprehensive testing. Supports TDD, debugging, refactoring, and learning sessions. Features automatic role switching, continuous code review, security scanning, and performance optimization with truth-score verification.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
186,Code Review,reviewing-changes,"Guides Android code reviews with type-specific checklists and MVVM/Compose pattern validation. Use when reviewing Android PRs, pull requests, diffs, or local changes involving Kotlin, ViewModel, Composable, Repository, or Gradle files. Triggered by ""review PR"", ""review changes"", ""check this code"", ""Android review"", or code review requests mentioning bitwarden/android.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
187,Code Review,pr-create-from-body,Creates a GitHub Pull Request for the VChart project using a local markdown file as its body. This skill exclusively uses a logged-in `gh` CLI environment to operate.,https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
188,Code Review,loki-mode,"Multi-agent autonomous startup system for Claude Code. Triggers on ""Loki Mode"". Orchestrates 100+ specialized agents across engineering, QA, DevOps, security, data/ML, business operations, marketing, HR, and customer success. Takes PRD to fully deployed, revenue-generating product with zero human intervention.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
189,Code Review,pr-review-reply,Reply to and resolve GitHub PR review comments using the GitHub CLI and GraphQL API.,https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
190,Code Review,swiftui-performance-audit,"Audit and improve SwiftUI runtime performance from code review and architecture. Use for requests to diagnose slow rendering, janky scrolling, high CPU/memory usage, excessive view updates, or layout thrash in SwiftUI apps, and to provide guidance for user-run Instruments profiling when code review alone is insufficient.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
191,Code Review,alignment-review,"Review code changes for bugs and alignment with OpenEnv principles and RFCs. Use when reviewing PRs, checking code before commit, or when asked to review changes. Implements two-tier review model.",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
192,Code Review,windsurf-known-pitfalls,"Identify and avoid Windsurf anti-patterns and common integration mistakes. Use when reviewing Windsurf code for issues, onboarding new developers, or auditing existing Windsurf integrations for best practices violations. Trigger with phrases like ""windsurf mistakes"", ""windsurf anti-patterns"", ""windsurf pitfalls"", ""windsurf what not to do"", ""windsurf code review"".",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
193,Code Review,vercel-known-pitfalls,"Execute identify and avoid Vercel anti-patterns and common integration mistakes. Use when reviewing Vercel code for issues, onboarding new developers, or auditing existing Vercel integrations for best practices violations. Trigger with phrases like ""vercel mistakes"", ""vercel anti-patterns"", ""vercel pitfalls"", ""vercel what not to do"", ""vercel code review"".",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
194,Code Review,clay-known-pitfalls,"Identify and avoid Clay anti-patterns and common integration mistakes. Use when reviewing Clay code for issues, onboarding new developers, or auditing existing Clay integrations for best practices violations. Trigger with phrases like ""clay mistakes"", ""clay anti-patterns"", ""clay pitfalls"", ""clay what not to do"", ""clay code review"".",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
195,Code Review,octocode-pr-review,"PR review for bugs, security & quality (requires PR URL)",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
196,Code Review,fix-pr,Review a CodeRabbit PR comment and produce an action plan when prompted to analyze a review comment.,https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
197,Code Review,code-quality-analysis-with-pmat,"Analyzes code quality, complexity, and technical debt using PMAT (Pragmatic AI Labs MCP Agent Toolkit).",https://ai-skills.io/,https://github.com/kodustech/awesome-agent-skills
